target_id	length	eff_length	est_counts	tpm
h1SMcT0023044.1	938	889	6	0.433362
h1SMnT0035429.1	433	384	14.4914	2.42315
h1SMnT0035428.2	1171	1122	3.86338	0.221094
h1SMnT0035430.1	225	176	4	1.45931
h1SMcT0022937.1	1148	1099	0	0
h1SMnT0035345.1	487	438	2	0.293196
h1SMcT0022992.1	5186	5137	18.1808	0.227251
h1SMnT0035168.1	667	618	0	0
h1SMnT0035169.1	682	633	2	0.202875
h1SMnT0035364.1	3295	3246	0	0
h1SMnT0035365.1	822	773	0	0
h1SMnT0035366.1	3294	3245	181.547	3.59233
h1SMnT0035367.1	2210	2161	565.423	16.8004
h1SMnT0035368.1	649	600	0	0
h1SMnT0035369.1	3295	3246	0	0
h1SMnT0035370.1	1798	1749	61.7859	2.2683
h1SMcT0023064.1	649	600	0	0
h1SMcT0022911.1	964	915	178.33	12.5143
h1SMcT0022912.1	1707	1658	27.2593	1.05568
h1SMnT0035348.1	2018	1969	97.671	3.18509
h1SMcT0022995.1	1592	1543	137.569	5.72476
h1SMnT0035349.1	581	532	12.9344	1.56111
h1SMnT0035350.1	437	388	19.8265	3.28108
h1SMnT0035351.1	251	202	0	0
h1SMnT0035439.1	173	124	0	0
h1SMcT0023009.1	1809	1760	4.60222	0.167902
h1SMnT0035408.1	676	627	0.442989	0.0453657
h1SMnT0035149.1	469	420	3.46053	0.529047
h1SMcT0022739.1	1385	1336	0	0
h1SMcT0022740.2	1315	1266	69	3.49959
h1SMnT0035008.1	217	168	0	0
h1SMnT0035009.1	403	354	1	0.181384
h1SMnT0035304.1	214	165	0	0
h1SMcT0023054.1	1130	1081	0	0
h1SMcT0023055.1	5046	4997	57.0968	0.733676
h1SMcT0022976.1	1057	1008	0	0
h1SMnT0035249.1	307	258	0	0
h1SMnT0035250.1	410	361	3635	646.545
h1SMnT0035251.1	2625	2576	9.21649	0.229732
h1SMcT0022931.1	1208	1159	0	0
h1SMnT0035252.1	344	295	0	0
h1SMnT0035253.1	459	410	0	0
h1SMcT0022932.1	1030	981	332	21.7305
