target_id	length	eff_length	est_counts	tpm
h1SMcT0023044.1	938	698.417	2	0.0941845
h1SMnT0035429.1	433	194.203	3	0.508076
h1SMnT0035428.2	1171	931.417	27.7721	0.980684
h1SMnT0035430.1	225	34.7242	0	0
h1SMcT0022937.1	1148	908.417	0	0
h1SMnT0035345.1	487	247.841	1	0.132706
h1SMcT0022992.1	5186	4946.42	28.1697	0.187308
h1SMnT0035168.1	667	427.575	0	0
h1SMnT0035169.1	682	442.561	1	0.0743175
h1SMnT0035364.1	3295	3055.42	0	0
h1SMnT0035365.1	822	582.449	0	0
h1SMnT0035366.1	3294	3054.42	33.7702	0.363638
h1SMnT0035367.1	2210	1970.42	0	0
h1SMnT0035368.1	649	409.589	0	0
h1SMnT0035369.1	3295	3055.42	0	0
h1SMnT0035370.1	1798	1558.42	109.465	2.31023
h1SMcT0023064.1	649	409.589	4.29869	0.345185
h1SMcT0022911.1	964	724.417	0	0
h1SMcT0022912.1	1707	1467.42	29.3235	0.657245
h1SMnT0035348.1	2018	1778.42	135.255	2.50141
h1SMcT0022995.1	1592	1352.42	0	0
h1SMnT0035349.1	581	341.663	4.11054	0.3957
h1SMnT0035350.1	437	198.18	14.5667	2.41749
h1SMnT0035351.1	251	42.5666	2	1.54534
h1SMnT0035439.1	173	32.9818	0	0
h1SMcT0023009.1	1809	1569.42	1.72322	0.0361132
h1SMnT0035408.1	676	436.575	0	0
h1SMnT0035149.1	469	229.913	0	0
h1SMcT0022739.1	1385	1145.42	0	0
h1SMcT0022740.2	1315	1075.42	177	5.41328
h1SMnT0035008.1	217	33.2386	1	0.989514
h1SMnT0035009.1	403	164.59	0	0
h1SMnT0035304.1	214	32.8645	0	0
h1SMcT0023054.1	1130	890.417	0	0
h1SMcT0023055.1	5046	4806.42	38.4207	0.262911
h1SMcT0022976.1	1057	817.417	1.61036	0.0647954
h1SMnT0035249.1	307	76.5422	0	0
h1SMnT0035250.1	410	171.405	7322	1404.98
h1SMnT0035251.1	2625	2385.42	2.00063	0.0275847
h1SMcT0022931.1	1208	968.417	0	0
h1SMnT0035252.1	344	108.129	0	0
h1SMnT0035253.1	459	219.958	0	0
h1SMcT0022932.1	1030	790.417	343	14.2726
h1SMnT0035254.1	593	353.646	0	0
h1SMcT0022933.2	2471	2231.42	876.334	12.9167
h1SMnT0035255.1	3386	3146.42	112.32	1.1741
h1SMnT0035204.1	222	34.1253	0	0
h1SMnT0035205.1	1081	841.417	3	0.117267
h1SMnT0035206.1	369	131.598	0	0
h1SMcT0022885.2	2036	1796.42	4.0824	0.0747433
h1SMcT0022886.1	479	239.873	0	0
h1SMnT0035137.1	1237	997.417	0	0
h1SMnT0035138.1	362	124.95	2.64495	0.69622
h1SMnT0035139.1	2159	1919.42	0	0
h1SMnT0035140.1	538	298.735	13.4338	1.47903
h1SMnT0035141.1	3293	3053.42	0	0
h1SMnT0035142.1	363	125.905	469.556	122.661
h1SMnT0035173.1	1063	823.417	284.177	11.351
h1SMnT0035174.1	867	627.439	7711.69	404.243
h1SMnT0035175.1	3291	3051.42	0	0
h1SMnT0035176.1	363	125.905	469.556	122.661
h1SMnT0035177.1	2432	2192.42	2423.67	36.3593
h1SMcT0022892.1	2757	2517.42	582.406	7.60912
h1SMcT0022664.1	1587	1347.42	24.1841	0.590327
h1SMnT0034919.1	1713	1473.42	22.6727	0.506106
h1SMcT0022665.1	9704	9464.42	6.06369	0.0210721
h1SMcT0022666.1	7223	6983.42	0	0
h1SMcT0022667.1	10811	10571.4	15.3331	0.0477048
h1SMnT0035274.2	204	31.9345	0	0
h1SMcT0022950.1	1132	892.417	8	0.29484
h1SMnT0035104.1	1776	1536.42	17914.7	383.498
h1SMnT0035105.1	369	131.598	0	0
h1SMnT0035106.1	677	437.575	8.92816	0.671078
h1SMcT0022811.1	4196	3956.42	17.1588	0.142643
h1SMnT0035107.1	906	666.428	55.3373	2.73105
h1SMcT0022812.1	3862	3622.42	7.61272	0.0691203
h1SMnT0035108.1	942	702.417	97.9075	4.58443
h1SMnT0035109.1	1235	995.417	0	0
h1SMnT0035110.1	557	317.674	0.00180821	0.000187211
h1SMnT0035167.1	426	187.244	0	0
h1SMcT0022861.1	1552	1312.42	35.5385	0.890619
h1SMcT0023025.1	1272	1032.42	220.615	7.02819
h1SMnT0035154.1	904	664.439	1	0.0495004
h1SMcT0022833.1	1591	1351.42	137.408	3.34416
h1SMcT0022893.1	2162	1922.42	0	0
h1SMcT0022736.1	505	265.786	9	1.11372
