p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0.0000000000000000000000000000108495619938435	1.80351472451941	0.184	0.058	0.000000000000000000000000396193455329185	neoblast	scaffold-67-h1-23335-24414
0.000000000000000000000000135054539603996	1.68773083776435	0.177	0.06	0.0000000000000000000049317866227191	neoblast	scaffold-67-h1-24970-26028
0.0000000000000000000000020106918826979	1.64495210948754	0.179	0.063	0.0000000000000000000734244354804791	neoblast	scaffold-67-h1-16408-17738
0.0000000000000000000000924901440826652	1.60161961172355	0.172	0.061	0.00000000000000000337746259146669	neoblast	scaffold-67-h1-18935-20322
0.00000000244392189648713	1.12658476554299	0.121	0.059	0.0000892446958940205	neoblast	chr2-h1-16759280-16760340
0.00000000490399598634619	1.03040659380304	0.133	0.068	0.000179079221433404	neoblast	chr3-h1-108811012-108811903
0.0000000122542234663844	1.14038466730643	0.108	0.051	0.000447487478321957	neoblast	chr1-h1-331085945-331086839
0.0000614657192236662	0.673700505743902	0.146	0.099	1	neoblast	chr1-h1-228392722-228393456
0.0000693644091007424	0.77234192836924	0.108	0.066	1	neoblast	chr2-h1-81127364-81128335
0.00151982675303295	0.5192963087039	0.136	0.096	1	neoblast	chr3-h1-103211379-103212459
0.00706044331139485	0.516735452531704	0.115	0.085	1	neoblast	chr2-h1-266569167-266570049
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000145230247464898	5.79157077663899	0.223	0.004	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000530337294667566	early epidermal progenitors	chr1-h1-220409175-220410087
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000148701790583309	5.73227476797318	0.205	0.004	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000543014328673068	early epidermal progenitors	chr1-h1-220307224-220308166
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000103157434853857	6.25167266026826	0.136	0.002	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000376700004855831	early epidermal progenitors	chr2-h1-195456153-195457025
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000100482024909973	6.4559085669624	0.13	0.002	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000366930210363748	early epidermal progenitors	chr1-h1-220222792-220223685
0.00000000000000000000000000000000000000000000000000000266860372557902	2.7159088533863	0.229	0.036	0.0000000000000000000000000000000000000000000000000974494022469691	early epidermal progenitors	chr3-h1-132663550-132664408
0.00000000000000000000000000000000000000000000000000211916884203759	3.82684136182762	0.128	0.009	0.0000000000000000000000000000000000000000000000773856886046866	early epidermal progenitors	chr2-h1-15376978-15378192
0.0000000000000000000000000000000000000000000000000173501944530331	2.97078474356583	0.184	0.024	0.000000000000000000000000000000000000000000000633577050841409	early epidermal progenitors	chr4-h1-3950351-3951261
0.000000000000000000000000000000000000000000000160341671480704	3.12743801180809	0.154	0.018	0.00000000000000000000000000000000000000000585519681746085	early epidermal progenitors	chr3-h1-58136800-58137792
0.000000000000000000000000000000000000000000116843760311638	3.77720664001475	0.109	0.008	0.00000000000000000000000000000000000000426678359530009	early epidermal progenitors	chr3-h1-130914368-130915073
0.000000000000000000000000000000000000000000912116327879819	3.55661213910363	0.117	0.01	0.0000000000000000000000000000000000000333077519451873	early epidermal progenitors	chr3-h1-132279665-132280519
0.000000000000000000000000000000000000000019993282276935	3.79470096378208	0.104	0.008	0.000000000000000000000000000000000000730094688906834	early epidermal progenitors	chr2-h1-32017963-32018861
0.00000000000000000000000000000000000000975585755290126	2.42752353589555	0.197	0.038	0.000000000000000000000000000000000356254650259295	early epidermal progenitors	chr2-h1-254142922-254143846
0.0000000000000000000000000000000000000105376719999789	1.95005314900704	0.279	0.073	0.000000000000000000000000000000000384804168423229	early epidermal progenitors	chr2-h1-195494129-195494988
0.0000000000000000000000000000000000000302962582549897	2.43793790836771	0.191	0.036	0.00000000000000000000000000000000110632846269746	early epidermal progenitors	chr3-h1-92870384-92871020
0.000000000000000000000000000000000000369402795614144	2.50033996317057	0.176	0.03	0.0000000000000000000000000000000134894818874417	early epidermal progenitors	chr1-h1-10179991-10180974
0.00000000000000000000000000000000000239621731357204	2.99169878070159	0.13	0.017	0.00000000000000000000000000000008750266763971	early epidermal progenitors	chr2-h1-157367047-157367964
0.0000000000000000000000000000000000451103344329009	2.6893383817739	0.152	0.025	0.00000000000000000000000000000164729408248624	early epidermal progenitors	chr2-h1-119661728-119662827
0.0000000000000000000000000000000000598632515213311	1.74671202165103	0.303	0.091	0.00000000000000000000000000000218602635580445	early epidermal progenitors	chr2-h1-267715315-267716217
0.000000000000000000000000000000000278025314506889	2.82451365016097	0.136	0.02	0.0000000000000000000000000000101526504098481	early epidermal progenitors	chr3-h1-94946150-94947055
0.000000000000000000000000000000000609020098712698	3.20468702077997	0.106	0.011	0.0000000000000000000000000000222395869446916	early epidermal progenitors	chr2-h1-226462610-226463718
0.00000000000000000000000000000000249576892086574	2.20296999257418	0.197	0.043	0.0000000000000000000000000000911379936832544	early epidermal progenitors	chr3-h1-52237199-52238152
0.00000000000000000000000000000001005043013585	2.16570881871751	0.199	0.045	0.000000000000000000000000000367011557270833	early epidermal progenitors	chr2-h1-3019503-3020098
0.0000000000000000000000000000000586193468193488	2.62908930247166	0.141	0.023	0.00000000000000000000000000214060268780216	early epidermal progenitors	chr1-h1-84484804-84485965
0.000000000000000000000000000000827963418391478	2.49301439620219	0.146	0.026	0.0000000000000000000000000302347401494016	early epidermal progenitors	chr2-h1-98558974-98559884
0.00000000000000000000000000000286389010501826	2.08072635801181	0.199	0.048	0.000000000000000000000000104580674964952	early epidermal progenitors	chr1-h1-52074605-52075595
0.000000000000000000000000000012269712907808	2.48970899325635	0.144	0.026	0.000000000000000000000000448053106254424	early epidermal progenitors	chr1-h1-74480949-74481855
0.0000000000000000000000000000662048991881431	2.68082410280809	0.122	0.019	0.00000000000000000000000241760430365342	early epidermal progenitors	chr2-h1-63128125-63129026
0.00000000000000000000000000140502226716429	2.29818369661787	0.152	0.031	0.0000000000000000000000513071981300384	early epidermal progenitors	chr1-h1-313328863-313329943
0.00000000000000000000000000472283892146189	2.56049880888744	0.125	0.022	0.000000000000000000000172463908895024	early epidermal progenitors	chr2-h1-13183837-13184698
0.0000000000000000000000000333980680307511	1.76314977729154	0.229	0.069	0.00000000000000000000121959725027894	early epidermal progenitors	chr2-h1-8952598-8953475
0.000000000000000000000000237198798726783	2.19412786431801	0.152	0.034	0.00000000000000000000866178853310592	early epidermal progenitors	chr1-h1-198352453-198353349
0.000000000000000000000000242114604603881	2.31978829246211	0.138	0.028	0.00000000000000000000884129901631992	early epidermal progenitors	chr3-h1-130913385-130914195
0.000000000000000000000000427982706875378	2.69531469271743	0.104	0.016	0.0000000000000000000156286445069682	early epidermal progenitors	chr1-h1-330986563-330987476
0.0000000000000000000000284542943291771	1.27658177475873	0.34	0.141	0.00000000000000000103906546601856	early epidermal progenitors	chr2-h1-8085883-8086886
0.000000000000000000000037957123232316	1.73971774457762	0.205	0.062	0.00000000000000000138608026907448	early epidermal progenitors	chr3-h1-82544743-82545814
0.000000000000000000000119767517735307	2.30267801377196	0.122	0.025	0.0000000000000000043735504451402	early epidermal progenitors	chr2-h1-147025645-147026458
0.00000000000000000000069443401045874	2.23423734890818	0.128	0.028	0.0000000000000000253586467599218	early epidermal progenitors	chr1-h1-196521193-196522026
0.00000000000000000000212728576007447	2.28549965458017	0.12	0.025	0.0000000000000000776820941006395	early epidermal progenitors	chr1-h1-220541582-220542635
0.00000000000000000000396680785212572	2.47498535889724	0.101	0.018	0.000000000000000144855922336075	early epidermal progenitors	chr4-h1-1096209-1097119
0.00000000000000000000404778816754732	2.48531859199628	0.101	0.018	0.000000000000000147813080514325	early epidermal progenitors	chr1-h1-12111753-12112639
0.00000000000000000000425925227781844	2.0861427987929	0.136	0.032	0.000000000000000155535115429096	early epidermal progenitors	chr2-h1-160508915-160509861
0.000000000000000000010605285379125	2.1221450322324	0.133	0.032	0.000000000000000387273206189507	early epidermal progenitors	chr2-h1-3019145-3019415
0.0000000000000000000183854962025425	1.46641533778151	0.245	0.09	0.000000000000000671383164828246	early epidermal progenitors	chr2-h1-262917989-262918905
0.0000000000000000000262151060504494	2.0271187552064	0.138	0.034	0.000000000000000957297027644259	early epidermal progenitors	chr2-h1-21804864-21805793
0.0000000000000000000297861241598543	1.7179145343559	0.181	0.055	0.0000000000000010876998959454	early epidermal progenitors	chr2-h1-211730282-211731181
0.0000000000000000000341634330621837	2.3683244022992	0.104	0.02	0.00000000000000124754608513176	early epidermal progenitors	chr1-h1-323139138-323140089
0.000000000000000000040681915983903	1.92601148712888	0.149	0.04	0.00000000000000148558152598418	early epidermal progenitors	chr1-h1-293654013-293654928
0.000000000000000000184451665176678	2.02890937504964	0.133	0.033	0.00000000000000673562145725673	early epidermal progenitors	chr4-h1-45774667-45776479
0.000000000000000000211453906517128	1.62898454724759	0.194	0.065	0.00000000000000772166230428597	early epidermal progenitors	chr3-h1-16048158-16049065
0.000000000000000000263822359401145	2.20179666387453	0.112	0.024	0.00000000000000963400109825162	early epidermal progenitors	chr1-h1-221383081-221383976
0.00000000000000000104319647777346	2.11315634163836	0.117	0.027	0.0000000000000380944057788535	early epidermal progenitors	chr4-h1-10794326-10795523
0.00000000000000000308688770045785	1.49883386900613	0.207	0.073	0.000000000000112723878157619	early epidermal progenitors	chr1-h1-10174428-10175342
0.00000000000000000466919392464274	2.17641679156661	0.106	0.023	0.000000000000170504954546179	early epidermal progenitors	chr3-h1-90164343-90165290
0.00000000000000000727320632909763	2.16695270496134	0.109	0.025	0.000000000000265595675519658	early epidermal progenitors	chr1-h1-55905923-55906762
0.0000000000000000106082083899208	1.23492549687814	0.279	0.118	0.000000000000387379945774737	early epidermal progenitors	chr2-h1-141851189-141852106
0.0000000000000000296766083861609	1.61065833619037	0.17	0.055	0.00000000000108370070843744	early epidermal progenitors	chr1-h1-338953410-338954268
0.0000000000000000330121380787573	2.17613926533978	0.101	0.022	0.00000000000120550424622198	early epidermal progenitors	chr1-h1-175497191-175498255
0.0000000000000000342714392870727	2.064785845991	0.112	0.027	0.00000000000125149014844604	early epidermal progenitors	chr3-h1-103715937-103716853
0.000000000000000040453887079896	1.93422099231486	0.128	0.034	0.00000000000147725459449656	early epidermal progenitors	chr1-h1-300043245-300044139
0.0000000000000000546141051124831	1.69533538848885	0.154	0.047	0.00000000000199434327639255	early epidermal progenitors	chr2-h1-91609867-91610768
0.000000000000000291632385778316	1.19078923382119	0.271	0.12	0.0000000000106495398314668	early epidermal progenitors	chr1-h1-332014402-332015208
0.000000000000000427824857130703	1.8286438277588	0.128	0.036	0.0000000000156228803078419	early epidermal progenitors	chr2-h1-184186442-184187301
0.00000000000000160190825185706	1.23330291379916	0.245	0.106	0.0000000000584968836330644	early epidermal progenitors	chr3-h1-92871142-92871862
0.00000000000000265858264941647	1.58257778140776	0.157	0.052	0.0000000000970834626087413	early epidermal progenitors	chr1-h1-185397777-185398668
0.00000000000000328568221622679	1.9631450012298	0.109	0.029	0.000000000119983257489954	early epidermal progenitors	chr3-h1-130943551-130944521
0.00000000000000839426772748004	1.89592974127997	0.112	0.03	0.000000000306533474604389	early epidermal progenitors	chr1-h1-323145676-323146532
0.0000000000000138952125332453	1.66439386003427	0.136	0.043	0.00000000050741147607652	early epidermal progenitors	chr4-h1-47126212-47127094
0.0000000000000166930183016133	1.80805586792181	0.117	0.033	0.000000000609578949320011	early epidermal progenitors	chr4-h1-3936059-3936901
0.0000000000000180540486783361	1.90773279845719	0.106	0.028	0.0000000006592796955868	early epidermal progenitors	chr3-h1-132375634-132376468
0.0000000000000180897492802493	1.64878575863523	0.138	0.044	0.000000000660583374466865	early epidermal progenitors	chr2-h1-206036388-206037194
0.000000000000022568603164317	1.90848540350589	0.106	0.029	0.000000000824137681751363	early epidermal progenitors	chr1-h1-126304982-126305891
0.0000000000000323500101680653	1.56909802524423	0.146	0.049	0.00000000118132532130724	early epidermal progenitors	chr2-h1-215351282-215352189
0.0000000000000889522287469013	1.54457765801427	0.149	0.052	0.0000000032482685371506	early epidermal progenitors	chr2-h1-206037590-206038425
0.000000000000224749177135412	1.42550463511577	0.165	0.062	0.00000000820716570145384	early epidermal progenitors	chr2-h1-208066930-208067848
0.000000000000265741725383285	1.73580291155992	0.12	0.037	0.00000000970409058582143	early epidermal progenitors	chr3-h1-253501-254388
0.000000000000416058884386443	1.34041428823321	0.176	0.068	0.0000000151932222811398	early epidermal progenitors	chr2-h1-168242884-168243799
