target_id	length	eff_length	est_counts	tpm
h1SMcT0023044.1	938	863	4	0.142708
h1SMnT0035429.1	433	358	30.284	2.60453
h1SMnT0035428.2	1171	1096	13.0436	0.366427
h1SMnT0035430.1	225	150	2	0.410524
h1SMcT0022937.1	1148	1073	0	0
h1SMnT0035345.1	487	412	1.44794	0.108206
h1SMcT0022992.1	5186	5111	19.1853	0.115575
h1SMnT0035168.1	667	592	0	0
h1SMnT0035169.1	682	607	2	0.101447
h1SMnT0035364.1	3295	3220	0	0
h1SMnT0035365.1	822	747	0.00534103	0.000220143
h1SMnT0035366.1	3294	3219	273.926	2.62006
h1SMnT0035367.1	2210	2135	76.9683	1.10998
h1SMnT0035368.1	649	574	0	0
h1SMnT0035369.1	3295	3220	14.9816	0.143253
h1SMnT0035370.1	1798	1723	126.289	2.25673
h1SMcT0023064.1	649	574	3.30212	0.177125
h1SMcT0022911.1	964	889	258.535	8.95399
h1SMcT0022912.1	1707	1632	0.00132498	2.4997e-05
h1SMnT0035348.1	2018	1943	103.989	1.64783
h1SMcT0022995.1	1592	1517	0	0
h1SMnT0035349.1	581	506	14.1407	0.860437
h1SMnT0035350.1	437	362	8.76873	0.745809
h1SMnT0035351.1	251	176	0	0
h1SMnT0035439.1	173	98	0	0
h1SMcT0023009.1	1809	1734	3.25364	0.0577724
h1SMnT0035408.1	676	601	2.8263	0.144792
h1SMnT0035149.1	469	394	0	0
h1SMcT0022739.1	1385	1310	1.6726	0.0393116
h1SMcT0022740.2	1315	1240	99	2.45818
h1SMnT0035008.1	217	142	1	0.216826
h1SMnT0035009.1	403	328	0	0
h1SMnT0035304.1	214	139	0	0
h1SMcT0023054.1	1130	1055	0	0
h1SMcT0023055.1	5046	4971	38.8463	0.240605
h1SMcT0022976.1	1057	982	0	0
h1SMnT0035249.1	307	232	0	0
h1SMnT0035250.1	410	335	23551	2164.53
h1SMnT0035251.1	2625	2550	2.00274	0.0241815
h1SMcT0022931.1	1208	1133	0	0
h1SMnT0035252.1	344	269	0	0
h1SMnT0035253.1	459	384	0	0
h1SMcT0022932.1	1030	955	537	17.3129
h1SMnT0035254.1	593	518	0	0
h1SMcT0022933.2	2471	2396	820.38	10.5421
h1SMnT0035255.1	3386	3311	38.0247	0.353595
h1SMnT0035204.1	222	147	0	0
h1SMnT0035205.1	1081	1006	0	0
h1SMnT0035206.1	369	294	0	0
h1SMcT0022885.2	2036	1961	0	0
h1SMcT0022886.1	479	404	0	0
h1SMnT0035137.1	1237	1162	0	0
h1SMnT0035138.1	362	287	14.296	1.53367
h1SMnT0035139.1	2159	2084	1909.32	28.2085
h1SMnT0035140.1	538	463	16.9643	1.12812
h1SMnT0035141.1	3293	3218	0	0
h1SMnT0035142.1	363	288	21.9361	2.34512
h1SMnT0035173.1	1063	988	0	0
h1SMnT0035174.1	867	792	20414.9	793.636
h1SMnT0035175.1	3291	3216	0	0
h1SMnT0035176.1	363	288	21.9361	2.34512
h1SMnT0035177.1	2432	2357	1254.85	16.392
h1SMcT0022892.1	2757	2682	311.826	3.57975
h1SMcT0022664.1	1587	1512	0	0
h1SMnT0034919.1	1713	1638	18.1954	0.342017
h1SMcT0022665.1	9704	9629	0	0
h1SMcT0022666.1	7223	7148	17.8868	0.0770457
h1SMcT0022667.1	10811	10736	56.9535	0.163334
h1SMnT0035274.2	204	129	0	0
h1SMcT0022950.1	1132	1057	4.01216	0.11687
h1SMnT0035104.1	1776	1701	5172.59	93.6275
h1SMnT0035105.1	369	294	8.94504e-05	9.36773e-06
h1SMnT0035106.1	677	602	27.7295	1.41822
h1SMcT0022811.1	4196	4121	3.2817	0.0245186
h1SMnT0035107.1	906	831	24.0719	0.891883
h1SMcT0022812.1	3862	3787	0	0
h1SMnT0035108.1	942	867	148.108	5.25966
h1SMnT0035109.1	1235	1160	0	0
h1SMnT0035110.1	557	482	0.514561	0.0328692
h1SMnT0035167.1	426	351	28	2.45612
h1SMcT0022861.1	1552	1477	53.6971	1.11936
h1SMcT0023025.1	1272	1197	285.783	7.35093
h1SMnT0035154.1	904	829	3.03506	0.112723
h1SMcT0022833.1	1591	1516	144.308	2.93083
h1SMcT0022893.1	2162	2087	0	0
h1SMcT0022736.1	505	430	5	0.358015
h1SMcT0022737.1	1029	954	41	1.32323
h1SMcT0022738.1	1350	1275	3	0.0724453
h1SMnT0035322.1	217	142	0	0
h1SMnT0035323.1	735	660	0	0
h1SMnT0035324.2	335	260	103.41	12.2458
h1SMnT0035227.1	1397	1322	0	0
h1SMcT0022909.1	874	799	20	0.770695
h1SMnT0035228.1	568	493	66.9462	4.18099
h1SMnT0035229.1	524	449	0	0
h1SMcT0023038.1	2979	2904	1239.46	13.1412
h1SMnT0035422.1	134	59	0	0
h1SMcT0023039.2	1098	1023	29.2749	0.881088
h1SMnT0035423.1	937	862	14.8149	0.529165
h1SMnT0035424.1	2291	2216	9	0.125047
h1SMcT0023051.1	1760	1685	1	0.0182726
h1SMnT0035447.1	696	621	0	0
h1SMnT0035467.1	305	230	0	0
