target_id	length	eff_length	est_counts	tpm
h1SMcT0023044.1	938	679.066	0	0
h1SMnT0035429.1	433	179.245	1	0.244806
h1SMnT0035428.2	1171	912.066	17.7357	0.853282
h1SMnT0035430.1	225	35.4469	0	0
h1SMcT0022937.1	1148	889.066	0	0
h1SMnT0035345.1	487	230.672	0	0
h1SMcT0022992.1	5186	4927.07	17	0.151402
h1SMnT0035168.1	667	408.427	0	0
h1SMnT0035169.1	682	423.373	15	1.55467
h1SMnT0035364.1	3295	3036.07	0	0
h1SMnT0035365.1	822	563.133	0	0
h1SMnT0035366.1	3294	3035.07	101.179	1.46282
h1SMnT0035367.1	2210	1951.07	0	0
h1SMnT0035368.1	649	390.487	0	0
h1SMnT0035369.1	3295	3036.07	0	0
h1SMnT0035370.1	1798	1539.07	10.2246	0.291512
h1SMcT0023064.1	649	390.487	0	0
h1SMcT0022911.1	964	705.066	0	0
h1SMcT0022912.1	1707	1448.07	1.06728	0.0323415
h1SMnT0035348.1	2018	1759.07	118.229	2.94925
h1SMcT0022995.1	1592	1333.07	0	0
h1SMnT0035349.1	581	322.935	0	0
h1SMnT0035350.1	437	183.031	6	1.43846
h1SMnT0035351.1	251	41.2883	2	2.12556
h1SMnT0035439.1	173	34.9982	0	0
h1SMcT0023009.1	1809	1550.07	0.536332	0.0151829
h1SMnT0035408.1	676	417.377	0	0
h1SMnT0035149.1	469	213.366	0	0
h1SMcT0022739.1	1385	1126.07	0	0
h1SMcT0022740.2	1315	1056.07	177	7.35448
h1SMnT0035008.1	217	34.5358	0	0
h1SMnT0035009.1	403	151.158	0	0
h1SMnT0035304.1	214	34.2749	0	0
h1SMcT0023054.1	1130	871.066	0	0
h1SMcT0023055.1	5046	4787.07	26	0.238327
h1SMcT0022976.1	1057	798.066	0	0
h1SMnT0035249.1	307	70.3067	0	0
h1SMnT0035250.1	410	157.689	6748	1877.77
h1SMnT0035251.1	2625	2366.07	0	0
h1SMcT0022931.1	1208	949.066	0	0
h1SMnT0035252.1	344	98.858	0	0
h1SMnT0035253.1	459	203.823	0	0
h1SMcT0022932.1	1030	771.066	326	18.5522
h1SMnT0035254.1	593	334.834	0	0
h1SMcT0022933.2	2471	2212.07	291.097	5.77443
h1SMnT0035255.1	3386	3127.07	51.6084	0.724192
h1SMnT0035204.1	222	35.1082	0	0
h1SMnT0035205.1	1081	822.066	0	0
h1SMnT0035206.1	369	120.325	0	0
h1SMcT0022885.2	2036	1777.07	0	0
h1SMcT0022886.1	479	223.015	0	0
h1SMnT0035137.1	1237	978.066	0	0
h1SMnT0035138.1	362	114.163	2.32808	0.894833
h1SMnT0035139.1	2159	1900.07	0	0
h1SMnT0035140.1	538	280.641	1.12955	0.176614
h1SMnT0035141.1	3293	3034.07	0	0
h1SMnT0035142.1	363	115.039	263.655	100.568
h1SMnT0035173.1	1063	804.066	178.801	9.75774
h1SMnT0035174.1	867	608.104	5669.3	409.093
h1SMnT0035175.1	3291	3032.07	0	0
h1SMnT0035176.1	363	115.039	263.655	100.568
h1SMnT0035177.1	2432	2173.07	1242.33	25.0862
h1SMcT0022892.1	2757	2498.07	224.859	3.94982
h1SMcT0022664.1	1587	1328.07	0	0
h1SMnT0034919.1	1713	1454.07	0	0
h1SMcT0022665.1	9704	9445.07	3.80696	0.0176866
h1SMcT0022666.1	7223	6964.07	0.382579	0.00241062
