target_id	length	eff_length	est_counts	tpm
h1SMcT0023044.1	938	838.956	13.9505	0.77961
h1SMnT0035429.1	433	333.956	17	2.38664
h1SMnT0035428.2	1171	1071.96	25.2647	1.105
h1SMnT0035430.1	225	125.958	2	0.744441
h1SMcT0022937.1	1148	1048.96	0	0
h1SMnT0035345.1	487	387.956	0	0
h1SMcT0022992.1	5186	5086.96	20.7941	0.19165
h1SMnT0035168.1	667	567.956	0	0
h1SMnT0035169.1	682	582.956	1	0.0804249
h1SMnT0035364.1	3295	3195.96	0	0
h1SMnT0035365.1	822	722.956	0	0
h1SMnT0035366.1	3294	3194.96	34.9745	0.513232
h1SMnT0035367.1	2210	2110.96	8.04626e-05	1.78707e-06
h1SMnT0035368.1	649	549.956	0	0
h1SMnT0035369.1	3295	3195.96	17.1199	0.251147
h1SMnT0035370.1	1798	1698.96	16.8766	0.465725
h1SMcT0023064.1	649	549.956	25.4001	2.16538
h1SMcT0022911.1	964	864.956	71.0874	3.85323
h1SMcT0022912.1	1707	1607.96	108.989	3.17787
h1SMnT0035348.1	2018	1918.96	38.2516	0.934568
h1SMcT0022995.1	1592	1492.96	391.888	12.3067
h1SMnT0035349.1	581	481.956	17.7489	1.7266
h1SMnT0035350.1	437	337.956	9.10497	1.26312
h1SMnT0035351.1	251	151.956	0	0
h1SMnT0035439.1	173	74.5554	0	0
h1SMcT0023009.1	1809	1709.96	2.35073	0.0644533
h1SMnT0035408.1	676	576.956	0	0
h1SMnT0035149.1	469	369.956	0	0
h1SMcT0022739.1	1385	1285.96	0.941756	0.0343351
h1SMcT0022740.2	1315	1215.96	68	2.62191
h1SMnT0035008.1	217	117.962	0	0
h1SMnT0035009.1	403	303.956	1	0.154247
h1SMnT0035304.1	214	114.964	0	0
h1SMcT0023054.1	1130	1030.96	0	0
h1SMcT0023055.1	5046	4946.96	71.672	0.679263
h1SMcT0022976.1	1057	957.956	0.0760172	0.00372043
h1SMnT0035249.1	307	207.956	0	0
h1SMnT0035250.1	410	310.956	14706	2217.29
h1SMnT0035251.1	2625	2525.96	1	0.018561
h1SMcT0022931.1	1208	1108.96	0	0
h1SMnT0035252.1	344	244.956	0	0
h1SMnT0035253.1	459	359.956	0	0
h1SMcT0022932.1	1030	930.956	355	17.8783
h1SMnT0035254.1	593	493.956	2	0.189831
h1SMcT0022933.2	2471	2371.96	1132.29	22.3808
h1SMnT0035255.1	3386	3286.96	117.63	1.67784
h1SMnT0035204.1	222	122.959	0	0
h1SMnT0035205.1	1081	981.956	1	0.0477457
h1SMnT0035206.1	369	269.956	0	0
h1SMcT0022885.2	2036	1936.96	0	0
h1SMcT0022886.1	479	379.956	1	0.123394
h1SMnT0035137.1	1237	1137.96	0	0
h1SMnT0035138.1	362	262.956	2.52079	0.449448
h1SMnT0035139.1	2159	2059.96	18.4278	0.419412
h1SMnT0035140.1	538	438.956	2.04885	0.218834
h1SMnT0035141.1	3293	3193.96	0	0
h1SMnT0035142.1	363	263.956	0	0
h1SMnT0035173.1	1063	963.956	0	0
h1SMnT0035174.1	867	767.956	651.094	39.7497
h1SMnT0035175.1	3291	3191.96	0	0
h1SMnT0035176.1	363	263.956	0	0
h1SMnT0035177.1	2432	2332.96	521.913	10.4886
h1SMcT0022892.1	2757	2657.96	615.928	10.8645
h1SMcT0022664.1	1587	1487.96	50.6031	1.59446
h1SMnT0034919.1	1713	1613.96	34.3732	0.998517
h1SMcT0022665.1	9704	9604.96	15.2058	0.0742232
h1SMcT0022666.1	7223	7123.96	0.0281562	0.000185302
h1SMcT0022667.1	10811	10712	26.9104	0.117782
h1SMnT0035274.2	204	104.984	0	0
h1SMcT0022950.1	1132	1032.96	3.5725	0.16215
h1SMnT0035104.1	1776	1676.96	4267.74	119.317
h1SMnT0035105.1	369	269.956	0	0
h1SMnT0035106.1	677	577.956	13.3657	1.08424
h1SMcT0022811.1	4196	4096.96	12.525	0.143332
h1SMnT0035107.1	906	806.956	44.0781	2.56094
h1SMcT0022812.1	3862	3762.96	0	0
h1SMnT0035108.1	942	842.956	52.0645	2.89577
h1SMnT0035109.1	1235	1135.96	0	0
