target_id	length	eff_length	est_counts	tpm
h1SMcT0023044.1	938	693.557	0	0
h1SMnT0035429.1	433	189.704	0	0
h1SMnT0035428.2	1171	926.548	23.264	1.10013
h1SMnT0035430.1	225	34.2257	0	0
h1SMcT0022937.1	1148	903.548	0	0
h1SMnT0035345.1	487	243.262	0	0
h1SMcT0022992.1	5186	4941.55	28.3213	0.251118
h1SMnT0035168.1	667	422.708	0	0
h1SMnT0035169.1	682	437.703	0	0
h1SMnT0035364.1	3295	3050.55	0	0
h1SMnT0035365.1	822	577.577	0	0
h1SMnT0035366.1	3294	3049.55	5.95633	0.0855799
h1SMnT0035367.1	2210	1965.55	0	0
h1SMnT0035368.1	649	404.722	0	0
h1SMnT0035369.1	3295	3050.55	0	0
h1SMnT0035370.1	1798	1553.55	36.7857	1.03749
h1SMcT0023064.1	649	404.722	30.1714	3.26639
h1SMcT0022911.1	964	719.557	0	0
h1SMcT0022912.1	1707	1462.55	3.12048	0.0934845
h1SMnT0035348.1	2018	1773.55	129.691	3.20401
h1SMcT0022995.1	1592	1347.55	0	0
h1SMnT0035349.1	581	336.881	0	0
h1SMnT0035350.1	437	193.657	11.789	2.6673
h1SMnT0035351.1	251	41.3585	0	0
h1SMnT0035439.1	173	33.2496	0	0
h1SMcT0023009.1	1809	1564.55	1.56282	0.0437671
h1SMnT0035408.1	676	431.703	0	0
h1SMnT0035149.1	469	225.361	0	0
h1SMcT0022739.1	1385	1140.55	0	0
h1SMcT0022740.2	1315	1070.55	82	3.35611
h1SMnT0035008.1	217	32.8994	0	0
h1SMnT0035009.1	403	160.163	0	0
h1SMnT0035304.1	214	32.5937	0	0
h1SMcT0023054.1	1130	885.548	0	0
h1SMcT0023055.1	5046	4801.55	25.3374	0.231212
h1SMcT0022976.1	1057	812.548	0	0
h1SMnT0035249.1	307	73.4892	0	0
h1SMnT0035250.1	410	167.01	6056	1588.81
h1SMnT0035251.1	2625	2380.55	0	0
h1SMcT0022931.1	1208	963.548	0	0
h1SMnT0035252.1	344	104.125	0	0
h1SMnT0035253.1	459	215.439	0	0
h1SMcT0022932.1	1030	785.548	198	11.0439
h1SMnT0035254.1	593	348.844	0	0
h1SMcT0022933.2	2471	2226.55	659.369	12.9755
h1SMnT0035255.1	3386	3141.55	65.767	0.917261
h1SMnT0035204.1	222	33.5899	0	0
h1SMnT0035205.1	1081	836.548	6	0.31426
h1SMnT0035206.1	369	127.291	0	0
h1SMcT0022885.2	2036	1791.55	0	0
h1SMcT0022886.1	479	235.312	0	0
h1SMnT0035137.1	1237	992.548	0	0
h1SMnT0035138.1	362	120.742	2.45941	0.892484
h1SMnT0035139.1	2159	1914.55	0	0
