target_id	length	eff_length	est_counts	tpm
h1SMcT0023044.1	938	739	8	0.323151
h1SMnT0035429.1	433	234	17	2.16867
h1SMnT0035428.2	1171	972	7.11687	0.218566
h1SMnT0035430.1	225	36.3941	0	0
h1SMcT0022937.1	1148	949	0	0
h1SMnT0035345.1	487	288	1.34838	0.139759
h1SMcT0022992.1	5186	4987	12.6544	0.0757463
h1SMnT0035168.1	667	468	0	0
h1SMnT0035169.1	682	483	4	0.247214
h1SMnT0035364.1	3295	3096	5.47069e-07	5.27474e-09
h1SMnT0035365.1	822	623	0	0
h1SMnT0035366.1	3294	3095	306.595	2.95709
h1SMnT0035367.1	2210	2011	2963.62	43.9916
h1SMnT0035368.1	649	450	0	0
h1SMnT0035369.1	3295	3096	0	0
h1SMnT0035370.1	1798	1599	327.807	6.1197
h1SMcT0023064.1	649	450	0	0
h1SMcT0022911.1	964	765	21.7375	0.848218
h1SMcT0022912.1	1707	1508	70.3292	1.39218
h1SMnT0035348.1	2018	1819	84.5547	1.3876
h1SMcT0022995.1	1592	1393	0	0
h1SMnT0035349.1	581	382	3.25646	0.254473
h1SMnT0035350.1	437	238	1.3546	0.1699
h1SMnT0035351.1	251	54.8653	0	0
h1SMnT0035439.1	173	16.9784	0	0
h1SMcT0023009.1	1809	1610	1.35054	0.0250404
h1SMnT0035408.1	676	477	0	0
h1SMnT0035149.1	469	270	1.80099	0.199116
h1SMcT0022739.1	1385	1186	0	0
h1SMcT0022740.2	1315	1116	98	2.62133
h1SMnT0035008.1	217	32.019	0	0
h1SMnT0035009.1	403	204	0	0
h1SMnT0035304.1	214	30.5332	0	0
h1SMcT0023054.1	1130	931	0	0
h1SMcT0023055.1	5046	4847	27.7579	0.170952
h1SMcT0022976.1	1057	858	0	0
h1SMnT0035249.1	307	108.019	0	0
h1SMnT0035250.1	410	211	20424	2889.47
h1SMnT0035251.1	2625	2426	1.00105	0.0123176
h1SMcT0022931.1	1208	1009	0	0
h1SMnT0035252.1	344	145	0	0
h1SMnT0035253.1	459	260	0	0
h1SMcT0022932.1	1030	831	554	19.9007
h1SMnT0035254.1	593	394	0	0
h1SMcT0022933.2	2471	2272	852.626	11.2024
h1SMnT0035255.1	3386	3187	49.3743	0.462465
h1SMnT0035204.1	222	34.6815	0	0
h1SMnT0035205.1	1081	882	1	0.0338447
h1SMnT0035206.1	369	170	0	0
h1SMcT0022885.2	2036	1837	0	0
h1SMcT0022886.1	479	280	3.1956	0.340685
h1SMnT0035137.1	1237	1038	0	0
h1SMnT0035138.1	362	163	21.6081	3.9572
h1SMnT0035139.1	2159	1960	600.675	9.14837
h1SMnT0035140.1	538	339	2.68743	0.236645
h1SMnT0035141.1	3293	3094	9.4915e-07	9.15744e-09
h1SMnT0035142.1	363	164	3.56164	0.648284
h1SMnT0035173.1	1063	864	0	0
h1SMnT0035174.1	867	668	4133.61	184.719
h1SMnT0035175.1	3291	3092	1.6442e-06	1.58736e-08
h1SMnT0035176.1	363	164	3.56164	0.648284
h1SMnT0035177.1	2432	2233	2012.7	26.9061
h1SMcT0022892.1	2757	2558	417.457	4.87159
h1SMcT0022664.1	1587	1388	3.17822	0.0683524
h1SMnT0034919.1	1713	1514	24.2232	0.477601
h1SMcT0022665.1	9704	9505	11.3209	0.0355539
h1SMcT0022666.1	7223	7024	11.3615	0.0482849
h1SMcT0022667.1	10811	10612	52.5755	0.147892
h1SMnT0035274.2	204	26.1481	0	0
h1SMcT0022950.1	1132	933	12.742	0.407676
h1SMnT0035104.1	1776	1577	3334.8	63.1244
h1SMnT0035105.1	369	170	1.29345e-07	2.27123e-08
h1SMnT0035106.1	677	478	15.5719	0.972461
h1SMcT0022811.1	4196	3997	12.0013	0.0896301
h1SMnT0035107.1	906	707	59.5523	2.51442
h1SMcT0022812.1	3862	3663	3.88391	0.0316513
h1SMnT0035108.1	942	743	77.7868	3.12519
h1SMnT0035109.1	1235	1036	0	0
h1SMnT0035110.1	557	358	7.52276	0.627269
h1SMnT0035167.1	426	227	37	4.86559
h1SMcT0022861.1	1552	1353	14.0731	0.310494
h1SMcT0023025.1	1272	1073	398.946	11.0987
h1SMnT0035154.1	904	705	1	0.0423419
h1SMcT0022833.1	1591	1392	433.672	9.29997
h1SMcT0022893.1	2162	1963	1	0.0152069
h1SMcT0022736.1	505	306	5	0.487762
h1SMcT0022737.1	1029	830	51	1.83422
h1SMcT0022738.1	1350	1151	8	0.207479
h1SMnT0035322.1	217	32.019	0	0
h1SMnT0035323.1	735	536	0	0
h1SMnT0035324.2	335	136	116.651	25.604
h1SMnT0035227.1	1397	1198	0	0
h1SMcT0022909.1	874	675	31.9408	1.41254
h1SMnT0035228.1	568	369	2584.52	209.08
h1SMnT0035229.1	524	325	0	0
h1SMcT0023038.1	2979	2780	1126.08	12.0916
h1SMnT0035422.1	134	11.1029	0	0
h1SMcT0023039.2	1098	899	124.607	4.13754
h1SMnT0035423.1	937	738	21	0.84942
h1SMnT0035424.1	2291	2092	7	0.099884
