target_id	length	eff_length	est_counts	tpm
h1SMcT0023044.1	938	863	3	0.107421
h1SMnT0035429.1	433	358	19.4811	1.68155
h1SMnT0035428.2	1171	1096	9.83586	0.277319
h1SMnT0035430.1	225	150	0	0
h1SMcT0022937.1	1148	1073	0	0
h1SMnT0035345.1	487	412	0	0
h1SMcT0022992.1	5186	5111	12.857	0.0777344
h1SMnT0035168.1	667	592	0	0
h1SMnT0035169.1	682	607	3	0.152725
h1SMnT0035364.1	3295	3220	0	0
h1SMnT0035365.1	822	747	4.8375e-05	2.00115e-06
h1SMnT0035366.1	3294	3219	138.212	1.32679
h1SMnT0035367.1	2210	2135	0.112562	0.00162919
h1SMnT0035368.1	649	574	0	0
h1SMnT0035369.1	3295	3220	0	0
h1SMnT0035370.1	1798	1723	38.3305	0.687445
h1SMcT0023064.1	649	574	0	0
h1SMcT0022911.1	964	889	274.497	9.54146
h1SMcT0022912.1	1707	1632	0.000658185	1.24625e-05
h1SMnT0035348.1	2018	1943	95.4303	1.51772
h1SMcT0022995.1	1592	1517	0.00013499	2.74976e-06
h1SMnT0035349.1	581	506	6.44526	0.393612
h1SMnT0035350.1	437	362	9.22212	0.787228
h1SMnT0035351.1	251	176	1	0.175576
h1SMnT0035439.1	173	98	0	0
h1SMcT0023009.1	1809	1734	3.90122	0.0695232
h1SMnT0035408.1	676	601	2.68335	0.137969
h1SMnT0035149.1	469	394	0	0
h1SMcT0022739.1	1385	1310	2.71188	0.0639703
h1SMcT0022740.2	1315	1240	145	3.61347
h1SMnT0035008.1	217	142	0	0
h1SMnT0035009.1	403	328	0	0
h1SMnT0035304.1	214	139	0	0
h1SMcT0023054.1	1130	1055	0	0
h1SMcT0023055.1	5046	4971	25.8449	0.160661
h1SMcT0022976.1	1057	982	0	0
h1SMnT0035249.1	307	232	0	0
h1SMnT0035250.1	410	335	29121	2686.21
h1SMnT0035251.1	2625	2550	0	0
h1SMcT0022931.1	1208	1133	0	0
h1SMnT0035252.1	344	269	0	0
h1SMnT0035253.1	459	384	0	0
h1SMcT0022932.1	1030	955	478	15.4669
h1SMnT0035254.1	593	518	0	0
h1SMcT0022933.2	2471	2396	1070.67	13.8085
h1SMnT0035255.1	3386	3311	65.6171	0.612401
h1SMnT0035204.1	222	147	0	0
h1SMnT0035205.1	1081	1006	3	0.0921514
h1SMnT0035206.1	369	294	0	0
h1SMcT0022885.2	2036	1961	0	0
h1SMcT0022886.1	479	404	3.56725	0.272854
h1SMnT0035137.1	1237	1162	0	0
h1SMnT0035138.1	362	287	28.605	3.07992
h1SMnT0035139.1	2159	2084	919.626	13.6362
h1SMnT0035140.1	538	463	6.03474	0.402769
h1SMnT0035141.1	3293	3218	0	0
h1SMnT0035142.1	363	288	0	0
h1SMnT0035173.1	1063	988	0	0
h1SMnT0035174.1	867	792	16870.6	658.239
h1SMnT0035175.1	3291	3216	0	0
h1SMnT0035176.1	363	288	0	0
h1SMnT0035177.1	2432	2357	450.655	5.9083
h1SMcT0022892.1	2757	2682	641.285	7.38875
h1SMcT0022664.1	1587	1512	0	0
h1SMnT0034919.1	1713	1638	17.1427	0.323402
h1SMcT0022665.1	9704	9629	9.36702	0.0300607
h1SMcT0022666.1	7223	7148	22.8557	0.0988073
h1SMcT0022667.1	10811	10736	54.2502	0.156148
h1SMnT0035274.2	204	129	0	0
h1SMcT0022950.1	1132	1057	17.1054	0.500076
h1SMnT0035104.1	1776	1701	2779.02	50.4853
h1SMnT0035105.1	369	294	0	0
h1SMnT0035106.1	677	602	25.7283	1.32067
h1SMcT0022811.1	4196	4121	19.0692	0.142991
h1SMnT0035107.1	906	831	80.6648	2.99959
h1SMcT0022812.1	3862	3787	0	0
h1SMnT0035108.1	942	867	133.9	4.77243
h1SMnT0035109.1	1235	1160	0	0
h1SMnT0035110.1	557	482	0.90634	0.0581063
h1SMnT0035167.1	426	351	48	4.22584
h1SMcT0022861.1	1552	1477	14.4122	0.301529
h1SMcT0023025.1	1272	1197	317.81	8.20451
h1SMnT0035154.1	904	829	0	0
h1SMcT0022833.1	1591	1516	202.956	4.13697
