target_id	length	eff_length	est_counts	tpm
h1SMcT0023044.1	938	689.235	0	0
h1SMnT0035429.1	433	190.907	17	3.81002
h1SMnT0035428.2	1171	922.224	11.5931	0.537852
h1SMnT0035430.1	225	35.6504	0	0
h1SMcT0022937.1	1148	899.224	0	0
h1SMnT0035345.1	487	241.827	6	1.06156
h1SMcT0022992.1	5186	4937.22	9.13243	0.0791413
h1SMnT0035168.1	667	418.756	0	0
h1SMnT0035169.1	682	433.598	0	0
h1SMnT0035364.1	3295	3046.22	0	0
h1SMnT0035365.1	822	573.278	0	0
h1SMnT0035366.1	3294	3045.22	17.047	0.239512
h1SMnT0035367.1	2210	1961.22	0	0
h1SMnT0035368.1	649	400.827	0	0
h1SMnT0035369.1	3295	3046.22	0	0
h1SMnT0035370.1	1798	1549.22	30.5141	0.842725
h1SMcT0023064.1	649	400.827	0	0
h1SMcT0022911.1	964	715.235	0	0
h1SMcT0022912.1	1707	1458.22	25.8057	0.757166
h1SMnT0035348.1	2018	1769.22	157.03	3.79751
h1SMcT0022995.1	1592	1343.22	0	0
h1SMnT0035349.1	581	333.453	0.993394	0.127464
h1SMnT0035350.1	437	194.617	10.289	2.26199
h1SMnT0035351.1	251	45.5745	4	3.75524
h1SMnT0035439.1	173	31.1289	0	0
h1SMcT0023009.1	1809	1560.22	1.3366	0.0366534
h1SMnT0035408.1	676	427.647	0	0
h1SMnT0035149.1	469	224.634	0	0
h1SMcT0022739.1	1385	1136.22	0	0
h1SMcT0022740.2	1315	1066.22	74	2.9695
h1SMnT0035008.1	217	33.7445	0	0
h1SMnT0035009.1	403	163.186	0	0
h1SMnT0035304.1	214	33.1354	0	0
h1SMcT0023054.1	1130	881.224	0	0
h1SMcT0023055.1	5046	4797.22	94.6388	0.844071
h1SMcT0022976.1	1057	808.224	0	0
h1SMnT0035249.1	307	80.7435	0	0
h1SMnT0035250.1	410	169.519	5935	1497.96
h1SMnT0035251.1	2625	2376.22	0	0
h1SMcT0022931.1	1208	959.224	0	0
h1SMnT0035252.1	344	110.73	0	0
h1SMnT0035253.1	459	215.284	0	0
h1SMcT0022932.1	1030	781.224	337	18.4567
h1SMnT0035254.1	593	345.298	0	0
h1SMcT0022933.2	2471	2222.22	804.183	15.4834
h1SMnT0035255.1	3386	3137.22	91.8513	1.25268
h1SMnT0035204.1	222	34.8191	0	0
h1SMnT0035205.1	1081	832.224	1	0.0514114
h1SMnT0035206.1	369	132.563	0	0
h1SMcT0022885.2	2036	1787.22	0	0
h1SMcT0022886.1	479	234.101	0	0
h1SMnT0035137.1	1237	988.224	0	0
h1SMnT0035138.1	362	126.49	8.97636	3.0363
h1SMnT0035139.1	2159	1910.22	14.63	0.327686
h1SMnT0035140.1	538	291.291	8.96502	1.31681
h1SMnT0035141.1	3293	3044.22	0	0
h1SMnT0035142.1	363	127.37	312.204	104.875
h1SMnT0035173.1	1063	814.224	117.482	6.17342
h1SMnT0035174.1	867	618.253	7005.47	484.809
h1SMnT0035175.1	3291	3042.22	0	0
h1SMnT0035176.1	363	127.37	312.204	104.875
h1SMnT0035177.1	2432	2183.22	1271.69	24.922
h1SMcT0022892.1	2757	2508.22	409.358	6.9829
h1SMcT0022664.1	1587	1338.22	0	0
h1SMnT0034919.1	1713	1464.22	37.8331	1.10551
h1SMcT0022665.1	9704	9455.22	0	0
h1SMcT0022666.1	7223	6974.22	5.31996	0.0326371
h1SMcT0022667.1	10811	10562.2	9.42393	0.0381747
h1SMnT0035274.2	204	31.661	0	0
h1SMcT0022950.1	1132	883.224	15	0.726641
h1SMnT0035104.1	1776	1527.22	10220.7	286.338
h1SMnT0035105.1	369	132.563	0	0
h1SMnT0035106.1	677	428.647	12.5581	1.25349
h1SMcT0022811.1	4196	3947.22	45.9582	0.498162
h1SMnT0035107.1	906	657.235	77.6793	5.0569
h1SMcT0022812.1	3862	3613.22	0	0
h1SMnT0035108.1	942	693.235	104.021	6.42007
h1SMnT0035109.1	1235	986.224	0	0
h1SMnT0035110.1	557	309.966	0	0
h1SMnT0035167.1	426	184.395	1	0.232034
h1SMcT0022861.1	1552	1303.22	54.987	1.80526
h1SMcT0023025.1	1272	1023.22	136.112	5.69149
h1SMnT0035154.1	904	655.235	2	0.130597
h1SMcT0022833.1	1591	1342.22	127.884	4.07652
h1SMcT0022893.1	2162	1913.22	2	0.0447264
h1SMcT0022736.1	505	259.264	0	0
h1SMcT0022737.1	1029	780.224	39	2.13867
h1SMcT0022738.1	1350	1101.22	23	0.893617
h1SMnT0035322.1	217	33.7445	0	0
h1SMnT0035323.1	735	486.412	0	0
h1SMnT0035324.2	335	103.085	62.7235	26.0335
h1SMnT0035227.1	1397	1148.22	0	0
h1SMcT0022909.1	874	625.235	0	0
h1SMnT0035228.1	568	320.677	39.4122	5.2585
h1SMnT0035229.1	524	277.508	0	0
h1SMcT0023038.1	2979	2730.22	842.385	13.2012
h1SMnT0035422.1	134	32.0757	0	0
h1SMcT0023039.2	1098	849.224	39.9602	2.01328
h1SMnT0035423.1	937	688.235	81.4918	5.06614
h1SMnT0035424.1	2291	2042.22	92	1.92745
h1SMcT0023051.1	1760	1511.22	0	0
h1SMnT0035447.1	696	447.598	0	0
h1SMnT0035467.1	305	79.2777	0	0
h1SMcT0022957.1	540	293.228	0	0
h1SMcT0022958.1	458	214.359	2.7567	0.550235
h1SMcT0022975.1	1214	965.224	0	0
h1SMnT0035371.1	220	34.3282	0	0
h1SMnT0035222.1	841	592.261	0	0
h1SMcT0022906.1	785	536.302	0	0
h1SMnT0034950.1	246	43.3588	0	0
h1SMnT0035278.1	532	285.386	0	0
h1SMnT0035279.1	127	31.9499	0	0
h1SMcT0022952.1	2293	2044.22	200.385	4.19407
h1SMnT0035280.1	972	723.235	22	1.3015
h1SMnT0035281.1	1330	1081.22	26.086	1.03227
h1SMcT0022934.1	19276	19027.2	2804.72	6.30686
h1SMcT0022898.1	1257	1008.22	0	0
h1SMcT0022899.1	1154	905.224	0	0
h1SMcT0022900.1	2875	2626.22	0	0
h1SMcT0022901.1	1798	1549.22	5.36147e-05	1.48071e-06
h1SMnT0035418.1	379	141.498	0	0
h1SMnT0035419.1	572	324.594	0	0
h1SMcT0023037.1	4734	4485.22	3.66919	0.0350014
h1SMnT0035420.1	226	35.9287	0	0
h1SMnT0035096.1	559	311.903	0	0
h1SMcT0022872.1	985	736.235	0	0
h1SMcT0022814.1	2646	2397.22	0	0
h1SMcT0022815.1	2022	1773.22	13	0.313674
h1SMcT0022816.1	3124	2875.22	33.5628	0.499442
h1SMcT0022656.1	6668	6419.22	43.8957	0.292576
h1SMnT0034905.1	1057	808.224	0	0
h1SMcT0022657.2	3525	3276.22	286.449	3.74088
h1SMnT0034906.1	553	306.019	6	0.838886
h1SMnT0034907.1	1610	1361.22	26.4151	0.830276
h1SMnT0034908.1	674	425.672	28.5135	2.86599
h1SMnT0034909.1	344	110.73	0	0
h1SMnT0034910.1	874	625.235	0	0
h1SMcT0022658.1	895	646.235	0	0
h1SMnT0035333.1	518	271.788	0	0
h1SMcT0022983.2	1765	1516.22	503.558	14.2097
h1SMnT0035334.1	355	120.285	0	0
h1SMnT0035335.1	347	113.359	0	0
h1SMcT0022982.1	1733	1484.22	0	0
h1SMnT0035165.1	414	173.193	0	0
h1SMnT0035166.1	311	83.8594	0	0
h1SMcT0022650.1	3691	3442.22	0	0
h1SMcT0022651.1	3742	3493.22	0	0
h1SMnT0034903.1	1789	1540.22	0	0
h1SMcT0022652.1	16757	16508.2	0	0
h1SMcT0022653.1	7978	7729.22	0	0
h1SMnT0034904.1	2408	2159.22	0	0
h1SMcT0022643.1	1273	1024.22	381	15.9158
h1SMcT0022644.1	746	497.397	0	0
h1SMcT0022645.1	752	503.383	0	0
h1SMcT0022646.1	812	563.286	0	0
h1SMcT0022878.1	3135	2886.22	107.622	1.5954
h1SMnT0035197.1	681	432.598	5	0.494521
h1SMcT0022879.1	645	396.895	0	0
h1SMcT0022880.1	1003	754.224	100.794	5.71786
h1SMnT0035198.1	3014	2765.22	114	1.7639
h1SMcT0022974.1	15547	15298.2	487.972	1.36475
h1SMnT0035321.1	630	381.985	0	0
h1SMnT0035305.1	1121	872.224	7177.53	352.084
h1SMnT0035306.1	1778	1529.22	3562.47	99.6735
h1SMnT0035307.1	531	284.402	0	0
h1SMnT0035308.1	1309	1060.22	10412	420.18
h1SMnT0035309.1	1106	857.224	0	0
h1SMnT0035310.1	1917	1668.22	11135.6	285.6
h1SMnT0035311.1	1033	784.224	21.0712	1.14961
h1SMnT0035312.1	3291	3042.22	0	0
h1SMnT0035313.1	363	127.37	312.204	104.875
h1SMnT0035314.1	3292	3043.22	0	0
h1SMnT0035315.1	1694	1445.22	0	0
h1SMnT0035316.1	2161	1912.22	0	0
h1SMcT0022894.1	1956	1707.22	53	1.32827
h1SMnT0035285.1	673	424.69	0	0
h1SMnT0035286.1	153	31.5474	0	0
h1SMnT0035287.1	556	308.97	0	0
h1SMnT0035288.1	558	310.921	0	0
h1SMnT0035289.4	2122	1873.22	34.896	0.797049
h1SMcT0022955.1	8642	8393.22	44.5506	0.227104
h1SMcT0023031.1	565	317.714	0	0
h1SMnT0035406.1	1639	1390.22	4	0.123105
h1SMcT0023032.1	1505	1256.22	27.2843	0.929276
h1SMnT0035407.1	2457	2208.22	0	0
h1SMcT0022953.1	2474	2225.22	0	0
h1SMcT0022996.1	3781	3532.22	86.7308	1.05057
h1SMcT0022890.1	1269	1020.22	68.015	2.85239
h1SMnT0035209.1	395	155.896	0	0
h1SMcT0022891.1	597	349.243	0	0
h1SMnT0035210.1	396	156.847	6.18431	1.68699
h1SMnT0035211.1	681	432.598	3	0.296713
h1SMcT0022866.1	913	664.235	30.3	1.95173
h1SMcT0022973.1	3555	3306.22	183.778	2.37826
h1SMnT0035320.1	1153	904.224	8	0.378541
h1SMnT0035457.1	224	35.3789	0	0
h1SMcT0023053.1	1061	812.224	94.8826	4.99816
h1SMnT0035458.1	385	146.764	3	0.874583
h1SMcT0023003.1	902	653.235	320	20.9595
h1SMnT0035361.1	949	700.235	0	0
h1SMnT0035362.1	212	32.6848	0	0
h1SMcT0023004.1	713	464.527	0	0
h1SMcT0022831.1	1756	1507.22	0	0
h1SMnT0035146.1	130	32.0762	0	0
h1SMnT0035147.1	329	98.082	0	0
h1SMnT0035148.1	441	198.381	0	0
h1SMcT0022832.1	1390	1141.22	366.82	13.7525
h1SMcT0022887.1	2842	2593.22	0	0
h1SMnT0035207.1	381	143.216	0	0
h1SMnT0035182.2	1784	1535.22	25.7172	0.716724
h1SMnT0035183.1	1315	1066.22	0	0
h1SMcT0022782.1	1579	1330.22	908.98	29.2368
