target_id	length	eff_length	est_counts	tpm
h1SMcT0023044.1	938	889	0	0
h1SMnT0035429.1	433	384	9	1.65039
h1SMnT0035428.2	1171	1122	7.6271	0.478676
h1SMnT0035430.1	225	176	2	0.800189
h1SMcT0022937.1	1148	1099	0	0
h1SMnT0035345.1	487	438	2.68257	0.431273
h1SMcT0022992.1	5186	5137	6.37151	0.087339
h1SMnT0035168.1	667	618	0	0
h1SMnT0035169.1	682	633	0	0
h1SMnT0035364.1	3295	3246	0	0
h1SMnT0035365.1	822	773	0	0
h1SMnT0035366.1	3294	3245	74.0249	1.60634
h1SMnT0035367.1	2210	2161	17.4626	0.569022
h1SMnT0035368.1	649	600	0	0
h1SMnT0035369.1	3295	3246	9.4341	0.204657
h1SMnT0035370.1	1798	1749	0	0
h1SMcT0023064.1	649	600	11.789	1.38357
h1SMcT0022911.1	964	915	120.041	9.23814
h1SMcT0022912.1	1707	1658	4.43008	0.188149
h1SMnT0035348.1	2018	1969	80.9152	2.89374
h1SMcT0022995.1	1592	1543	341.095	15.5663
h1SMnT0035349.1	581	532	21.8164	2.88767
h1SMnT0035350.1	437	388	16.6071	3.01396
h1SMnT0035351.1	251	202	0	0
h1SMnT0035439.1	173	124	0	0
h1SMcT0023009.1	1809	1760	2.24843	0.0899586
h1SMnT0035408.1	676	627	0.743792	0.0835332
h1SMnT0035149.1	469	420	5.3071	0.889781
h1SMcT0022739.1	1385	1336	1.38461	0.072979
h1SMcT0022740.2	1315	1266	47	2.6142
h1SMnT0035008.1	217	168	0	0
h1SMnT0035009.1	403	354	0	0
h1SMnT0035304.1	214	165	0	0
h1SMcT0023054.1	1130	1081	2.95792	0.19268
h1SMcT0023055.1	5046	4997	48.666	0.68579
h1SMcT0022976.1	1057	1008	0	0
h1SMnT0035249.1	307	258	0	0
h1SMnT0035250.1	410	361	2444	476.727
h1SMnT0035251.1	2625	2576	3.06317	0.0837337
h1SMcT0022931.1	1208	1159	0	0
h1SMnT0035252.1	344	295	0	0
h1SMnT0035253.1	459	410	0	0
h1SMcT0022932.1	1030	981	353	25.3385
h1SMnT0035254.1	593	544	3	0.388327
h1SMcT0022933.2	2471	2422	704.546	20.4838
h1SMnT0035255.1	3386	3337	80.8417	1.7059
h1SMnT0035204.1	222	173	0	0
h1SMnT0035205.1	1081	1032	0	0
h1SMnT0035206.1	369	320	0	0
h1SMcT0022885.2	2036	1987	0	0
h1SMcT0022886.1	479	430	0	0
h1SMnT0035137.1	1237	1188	0	0
h1SMnT0035138.1	362	313	0	0
h1SMnT0035139.1	2159	2110	0.000170335	5.68457e-06
h1SMnT0035140.1	538	489	0	0
h1SMnT0035141.1	3293	3244	0	0
h1SMnT0035142.1	363	314	0	0
h1SMnT0035173.1	1063	1014	0	0
h1SMnT0035174.1	867	818	3545.57	305.217
h1SMnT0035175.1	3291	3242	0	0
h1SMnT0035176.1	363	314	0	0
h1SMnT0035177.1	2432	2383	85.1404	2.51586
h1SMcT0022892.1	2757	2708	769.827	20.0179
h1SMcT0022664.1	1587	1538	7.36278	0.337101
h1SMnT0034919.1	1713	1664	24.0801	1.01901
h1SMcT0022665.1	9704	9655	9.44556	0.0688891
h1SMcT0022666.1	7223	7174	3.04782	0.029916
h1SMcT0022667.1	10811	10762	40.5791	0.265512
h1SMnT0035274.2	204	155	0	0
