target_id	length	eff_length	est_counts	tpm
h1SMcT0023044.1	938	838.956	13	0.613655
h1SMnT0035429.1	433	333.956	33	3.91331
h1SMnT0035428.2	1171	1071.96	14.8313	0.547926
h1SMnT0035430.1	225	125.958	3	0.943225
h1SMcT0022937.1	1148	1048.96	1.35523	0.0511653
h1SMnT0035345.1	487	387.956	0	0
h1SMcT0022992.1	5186	5086.96	17.5963	0.136989
h1SMnT0035168.1	667	567.956	0	0
h1SMnT0035169.1	682	582.956	0	0
h1SMnT0035364.1	3295	3195.96	0	0
h1SMnT0035365.1	822	722.956	0	0
h1SMnT0035366.1	3294	3194.96	85.1992	1.05607
h1SMnT0035367.1	2210	2110.96	0.0059588	0.000111789
h1SMnT0035368.1	649	549.956	0	0
h1SMnT0035369.1	3295	3195.96	0	0
h1SMnT0035370.1	1798	1698.96	57.4575	1.33932
h1SMcT0023064.1	649	549.956	13.4821	0.970847
h1SMcT0022911.1	964	864.956	130.506	5.97526
h1SMcT0022912.1	1707	1607.96	0.145732	0.00358923
h1SMnT0035348.1	2018	1918.96	55.8014	1.1516
h1SMcT0022995.1	1592	1492.96	524.245	13.9062
h1SMnT0035349.1	581	481.956	33.2569	2.73271
h1SMnT0035350.1	437	337.956	5.86429	0.687188
h1SMnT0035351.1	251	151.956	1	0.260616
h1SMnT0035439.1	173	74.5554	0	0
h1SMcT0023009.1	1809	1709.96	3.06392	0.0709598
h1SMnT0035408.1	676	576.956	0	0
h1SMnT0035149.1	469	369.956	0	0
h1SMcT0022739.1	1385	1285.96	0	0
h1SMcT0022740.2	1315	1215.96	83	2.70321
h1SMnT0035008.1	217	117.962	0	0
h1SMnT0035009.1	403	303.956	0	0
h1SMnT0035304.1	214	114.964	0	0
h1SMcT0023054.1	1130	1030.96	1	0.0384132
h1SMcT0023055.1	5046	4946.96	70.0251	0.560578
h1SMcT0022976.1	1057	957.956	0	0
h1SMnT0035249.1	307	207.956	0	0
h1SMnT0035250.1	410	310.956	13484	1717.27
h1SMnT0035251.1	2625	2525.96	7	0.109747
h1SMcT0022931.1	1208	1108.96	0	0
h1SMnT0035252.1	344	244.956	0	0
h1SMnT0035253.1	459	359.956	0	0
h1SMcT0022932.1	1030	930.956	394	16.7605
h1SMnT0035254.1	593	493.956	0	0
h1SMcT0022933.2	2471	2371.96	1271.96	21.2367
h1SMnT0035255.1	3386	3286.96	175.213	2.11102
h1SMnT0035204.1	222	122.959	0	0
h1SMnT0035205.1	1081	981.956	3	0.12099
h1SMnT0035206.1	369	269.956	0	0
h1SMcT0022885.2	2036	1936.96	0	0
